Time,Impedance
129.271006944444,915
129.281446759259,915
129.291863425926,915
129.302303240741,915
129.312708333333,915
129.323159722222,915
129.364861111111,925
129.375347222222,925
129.386157407407,915
129.564305555556,968
129.604895833333,968
129.614988425926,950
129.625740740741,963
129.635856481481,968
129.667060185185,963
129.6775,968
129.687893518519,968
129.698356481481,968
129.70875,968
129.719212962963,968
129.729606481481,968
129.74005787037,963
129.750451388889,963
129.760914351852,963
129.771319444444,950
129.781770833333,968
129.792164351852,968
129.802627314815,950
129.813020833333,963
129.823483796296,968
129.854803240741,968
129.938136574074,950
129.948587962963,950
129.955277777778,950
129.969363425926,950
129.97943287037,950
129.990208333333,950
130.000277777778,950
130.011203703704,935
130.021481481481,935
130.031701388889,935
130.041979166667,935
130.052766203704,935
130.062835648148,935
130.073622685185,935
130.08369212963,935
130.094467592593,935
130.104895833333,925
130.115324074074,925
130.125740740741,915
130.136180555556,915
130.146597222222,915
130.157025462963,915
130.167453703704,915
130.177881944444,915
130.188298611111,915
130.198738425926,915
130.209282407407,915
130.219259259259,915
130.229652777778,915
130.240092592593,915
130.250509259259,915
130.260949074074,915
130.271365740741,925
130.281793981481,915
130.292210648148,915
130.302650462963,915
130.31306712963,915
130.32349537037,915
130.333912037037,915
130.344351851852,915
130.354768518519,915
130.365208333333,915
130.386053240741,935
130.396481481481,925
130.406909722222,925
130.417326388889,925
130.42775462963,925
130.437824074074,935
130.448611111111,935
130.458703703704,935
130.469467592593,935
130.479537037037,940
130.4903125,940
130.500381944444,950
130.511168981481,950
130.521238425926,968
130.532013888889,968
130.542094907407,968
130.55287037037,968
130.562939814815,968
130.573726851852,968
130.583958333333,963
130.594236111111,968
130.605011574074,968
130.615081018519,968
130.625856481481,968
130.688333333333,968
130.698414351852,973
130.709189814815,973
130.719270833333,973
130.729699074074,968
130.740127314815,968
130.750543981481,973
130.823530092593,973
130.833946759259,973
130.844386574074,973
130.854791666667,968
130.865243055556,968
130.875659722222,968
130.886087962963,968
130.896516203704,968
130.96931712963,968
130.979375,950
130.990162037037,950
131.000231481481,950
131.011018518519,940
131.021076388889,940
131.031863425926,935
131.04193287037,935
131.052719907407,935
131.062789351852,935
131.073680555556,935
131.083993055556,940
131.094074074074,940
131.104837962963,940
131.115266203704,935
131.125694444444,935
131.136122685185,935
131.146539351852,940
131.156979166667,935
131.167395833333,935
131.17787037037,935
131.188252314815,935
131.198680555556,935
131.209097222222,935
131.219537037037,935
131.229953703704,930
131.240381944444,915
131.250798611111,915
131.271655092593,915
131.282094907407,915
131.292511574074,915
131.302256944444,915
131.312662037037,915
131.323113425926,935
131.333518518519,915
131.343958333333,915
131.354375,915
131.364814814815,915
131.375219907407,915
131.385659722222,915
131.396076388889,915
131.41693287037,935
131.427361111111,935
131.438125,935
131.448217592593,935
131.469409722222,935
131.479490740741,935
131.49025462963,935
131.500347222222,935
131.511111111111,935
131.521180555556,935
131.542384259259,963
131.583738425926,963
131.625162037037,950
131.635960648148,950
131.656469907407,950
131.666875,940
131.677650462963,935
131.68806712963,935
131.708923611111,935
131.719351851852,935
131.729780092593,950
131.740208333333,968
131.750625,968
131.761180555556,968
131.771481481481,968
131.834039351852,973
131.844467592593,968
131.854884259259,968
131.907025462963,968
131.91744212963,968
131.948726851852,993
131.955104166667,993
131.969305555556,968
131.979513888889,968
131.990162037037,968
132.000231481481,968
132.011018518519,968
132.021087962963,968
132.031863425926,968
132.04193287037,963
132.052719907407,950
132.062789351852,940
132.073564814815,935
132.083634259259,935
132.094421296296,935
132.104837962963,935
132.115277777778,935
132.125694444444,935
132.136122685185,935
132.146539351852,935
132.156979166667,935
132.167395833333,935
132.177835648148,935
132.188252314815,930
132.198680555556,925
132.209097222222,925
132.219525462963,935
132.229953703704,925
132.240381944444,925
132.250810185185,915
132.261238425926,935
132.271655092593,935
132.282094907407,925
132.292511574074,915
132.302256944444,915
132.312662037037,915
132.323113425926,915
132.333518518519,915
132.343958333333,925
132.354363425926,915
132.364814814815,915
132.375219907407,915
132.385659722222,915
132.406516203704,935
132.417268518519,935
132.427708333333,930
132.437777777778,935
132.448553240741,935
132.458622685185,935
132.479826388889,935
132.489918981481,950
132.500671296296,950
132.510775462963,950
132.521527777778,940
132.552476851852,968
132.594525462963,968
132.604594907407,968
132.625787037037,968
132.646666666667,968
132.656724537037,973
132.677592592593,968
132.687997685185,968
132.760636574074,968
132.771053240741,950
132.781493055556,973
132.791921296296,968
132.802349537037,973
132.812766203704,968
132.823206018519,968
132.833634259259,973
132.8440625,993
132.854467592593,993
132.864907407407,993
132.885902777778,993
132.896527777778,1003
132.906956018519,1003
132.917372685185,1003
132.9278125,1003
132.938229166667,1008
132.948657407407,1008
132.955208333333,1008
132.969444444444,1003
132.979502314815,1008
132.990289351852,1008
133.000358796296,993
133.011145833333,993
133.021550925926,993
133.031643518519,993
133.042407407407,993
133.0525,993
133.063263888889,1003
133.073344907407,973
133.083773148148,968
133.094201388889,963
133.104618055556,963
133.11505787037,963
133.125474537037,950
133.135902777778,950
133.146319444444,950
133.156759259259,950
133.167175925926,935
133.177615740741,935
133.188078703704,935
133.198460648148,935
133.208877314815,935
133.21931712963,935
133.229733796296,935
133.240162037037,935
133.250578703704,935
133.261018518519,935
133.271435185185,935
133.281875,935
133.292291666667,935
133.302731481481,935
133.313136574074,935
133.323576388889,915
133.333993055556,935
133.344421296296,915
133.354849537037,915
133.365277777778,915
133.375694444444,915
133.386134259259,925
133.396550925926,925
133.406990740741,915
133.417407407407,915
133.427835648148,915
133.437916666667,915
133.44869212963,915
133.458761574074,915
133.469537037037,915
133.479606481481,895
133.532094907407,935
133.542199074074,935
133.552256944444,935
133.563020833333,935
133.573275462963,935
133.583518518519,935
133.594305555556,935
133.635787037037,935
133.656875,950
133.708645833333,950
133.719074074074,950
133.729502314815,963
133.739930555556,968
133.750347222222,968
133.760787037037,968
133.77119212963,968
133.781631944444,973
133.802488425926,968
133.812916666667,963
133.854606481481,950
133.865034722222,950
133.875462962963,950
133.885891203704,963
133.906736111111,963
133.917164351852,950
133.927604166667,963
133.938009259259,963
133.948449074074,963
133.955509259259,963
133.969583333333,968
133.979652777778,968
133.990428240741,968
134.000497685185,968
134.010590277778,968
134.021354166667,968
134.031446759259,968
134.042210648148,968
134.094340277778,950
134.104768518519,940
134.115196759259,935
134.125613425926,935
134.136053240741,935
134.146469907407,935
134.156898148148,935
134.167326388889,935
134.17775462963,935
134.188171296296,935
134.198611111111,935
134.209016203704,925
134.219456018519,925
134.23,915
134.239965277778,915
134.250497685185,915
134.261273148148,915
134.271238425926,925
134.281666666667,915
134.292083333333,915
134.302523148148,915
134.312939814815,915
134.32337962963,915
134.333796296296,915
134.344224537037,915
134.354641203704,915
134.365081018519,915
134.375497685185,925
134.3859375,925
134.396342592593,915
134.406782407407,915
134.417199074074,915
134.427627314815,915
134.437708333333,915
134.448483796296,915
134.458564814815,915
134.469444444444,935
134.479421296296,935
134.490196759259,935
134.50025462963,935
134.511041666667,935
134.521122685185,935
134.531898148148,935
134.541967592593,935
134.55275462963,940
134.562824074074,950
134.573599537037,950
134.583668981481,950
134.594456018519,963
134.604525462963,963
134.615300925926,963
134.625381944444,968
134.636168981481,950
134.646226851852,963
134.657013888889,963
134.667083333333,950
134.677974537037,968
134.698715277778,963
134.802280092593,963
134.864837962963,968
134.875243055556,963
134.88568287037,963
134.896099537037,963
134.906539351852,968
134.916956018519,968
134.937800925926,968
134.948240740741,968
135.000555555556,950
135.010648148148,940
135.021412037037,935
135.03150462963,935
135.042256944444,935
135.052349537037,935
135.063113425926,935
135.073206018519,935
135.083969907407,935
135.094050925926,935
135.104467592593,935
135.114907407407,925
135.125324074074,925
135.135752314815,915
135.146180555556,895
135.156608796296,895
135.167025462963,895
135.177511574074,915
135.187881944444,900
135.198449074074,895
135.209074074074,895
135.219513888889,895
135.229930555556,895
135.24037037037,895
135.250787037037,895
135.261215277778,915
135.271631944444,915
135.282071759259,915
135.292488425926,900
135.302928240741,935
135.313344907407,915
135.333599537037,915
135.344282407407,915
135.354699074074,915
135.365127314815,925
135.385983796296,935
135.396053240741,935
135.406493055556,935
135.417256944444,935
135.438113425926,950
135.448217592593,940
135.458969907407,940
135.604861111111,963
135.656770833333,950
135.667060185185,940
135.677847222222,935
135.687916666667,935
135.698356481481,940
135.719201388889,935
135.729618055556,935
135.740127314815,935
135.750462962963,935
135.771377314815,935
135.781759259259,925
135.792164351852,935
135.802615740741,925
135.813032407407,915
135.833877314815,915
135.854733796296,915
135.865162037037,935
135.875578703704,935
135.896435185185,935
135.906863425926,935
135.917280092593,935
135.927719907407,935
135.938136574074,935
135.948576388889,935
135.955636574074,935
135.969131944444,935
135.979895833333,935
135.989976851852,935
136.000740740741,935
136.062951388889,925
136.073738425926,925
136.083900462963,915
136.094236111111,915
136.104664351852,915
136.115092592593,915
136.125509259259,915
136.135949074074,915
136.146365740741,915
136.156793981481,915
136.167210648148,915
136.177685185185,915
136.18806712963,895
136.19849537037,895
136.208923611111,895
136.219351851852,895
136.229768518519,895
136.240208333333,895
136.250625,915
136.261053240741,900
136.271469907407,895
136.281909722222,895
136.292326388889,895
136.302766203704,895
136.31318287037,895
136.323611111111,895
136.334027777778,895
136.344467592593,895
136.354884259259,895
136.365324074074,895
136.375740740741,895
136.386180555556,895
136.396585648148,895
136.407025462963,895
136.41744212963,895
136.42787037037,895
136.437951388889,915
136.459143518519,935
136.469224537037,925
136.479988425926,925
136.490081018519,935
136.500844907407,935
136.552638888889,940
136.562708333333,940
136.573148148148,950
136.583553240741,950
136.604756944444,950
136.656539351852,950
136.667303240741,968
136.677395833333,968
136.698287037037,968
136.708668981481,963
136.719108796296,963
136.729606481481,950
136.740347222222,950
136.771574074074,963
136.792418981481,940
136.813275462963,950
136.823703703704,963
136.844571759259,963
136.855,963
136.89599537037,968
136.906435185185,968
136.927280092593,950
136.938043981481,963
137.0528125,963
137.063229166667,950
137.073668981481,935
137.084074074074,935
137.094166666667,950
137.104594907407,950
137.115023148148,950
137.125439814815,950
137.135868055556,950
137.146284722222,940
137.156724537037,950
137.167141203704,935
137.177581018519,935
137.187997685185,935
137.198425925926,935
137.209050925926,935
137.218946759259,935
137.229351851852,935
137.239791666667,935
137.250208333333,935
137.260648148148,935
137.271053240741,935
137.281493055556,935
137.291909722222,925
137.302349537037,925
137.312766203704,925
137.323206018519,915
137.333611111111,915
137.344050925926,925
137.354467592593,925
137.364907407407,915
137.3753125,915
137.385752314815,915
137.396168981481,915
137.40681712963,935
137.417013888889,915
137.427465277778,915
137.438217592593,915
137.448310185185,915
137.459074074074,915
137.469166666667,915
137.479930555556,915
137.490011574074,915
137.500787037037,915
137.542476851852,935
137.552569444444,935
137.563333333333,935
137.573518518519,935
137.594282407407,935
137.687905092593,968
137.69869212963,968
137.709108796296,968
137.719189814815,968
137.729618055556,968
137.750810185185,968
137.875671296296,935
137.886122685185,950
137.89662037037,935
137.90662037037,935
137.917037037037,935
137.927476851852,935
137.937881944444,935
137.955393518519,935
137.969756944444,935
137.980011574074,940
137.990104166667,935
138.000173611111,940
138.010960648148,950
138.021030092593,950
138.03181712963,950
138.042233796296,950
138.052326388889,963
138.062731481481,963
138.07318287037,973
138.094027777778,963
138.104444444444,950
138.114884259259,950
138.125300925926,963
138.135740740741,963
138.146157407407,950
138.156597222222,950
138.167002314815,968
138.177430555556,950
138.187858796296,935
138.198287037037,935
138.459143518519,935
138.469236111111,935
138.48,935
138.490081018519,935
138.500844907407,935
138.5109375,935
138.541863425926,950
138.552638888889,968
138.625300925926,968
138.646122685185,968
138.667326388889,968
138.677407407407,968
138.687824074074,968
138.708680555556,973
138.719143518519,968
138.739976851852,968
138.750381944444,968
138.760821759259,968
138.771238425926,968
138.792083333333,950
138.812939814815,968
138.833946759259,968
138.865081018519,968
138.875497685185,968
138.885925925926,968
138.95556712963,968
138.969444444444,968
138.979502314815,968
138.990289351852,993
139.000497685185,968
139.010787037037,963
139.0215625,950
139.031689814815,950
139.042060185185,940
139.052847222222,940
139.062916666667,940
139.07369212963,935
139.084039351852,940
139.094548611111,935
139.104965277778,935
139.115405092593,935
139.125821759259,935
139.146666666667,935
139.157106481481,935
139.16681712963,935
139.177268518519,935
139.187673611111,935
139.198125,935
139.208530092593,940
139.218969907407,935
139.229375,935
139.239826388889,935
139.250231481481,935
139.260671296296,935
139.271087962963,935
139.281527777778,935
139.29193287037,935
139.302372685185,935
139.312789351852,935
139.323229166667,915
139.333645833333,915
139.344085648148,895
139.354490740741,895
139.364930555556,895
139.375347222222,895
139.385787037037,915
139.396203703704,900
139.406689814815,895
139.41744212963,895
139.427546296296,915
139.438298611111,915
139.448391203704,915
139.459155092593,915
139.469247685185,895
139.48,895
139.490115740741,915
139.53181712963,935
139.542210648148,935
139.552337962963,935
139.562719907407,935
139.57318287037,935
139.583564814815,935
139.594039351852,940
139.604421296296,950
139.625578703704,950
139.636076388889,950
139.646481481481,968
139.65693287037,968
139.667326388889,968
139.677777777778,968
139.68818287037,968
139.698634259259,968
139.709027777778,968
139.719479166667,968
139.729884259259,968
139.740335648148,968
139.750729166667,968
139.76119212963,968
139.771585648148,968
139.782037037037,968
139.865462962963,993
139.875844907407,968
139.886296296296,968
139.896701388889,968
139.907152777778,973
139.917696759259,968
139.927662037037,973
139.93806712963,978
139.948506944444,993
139.955219907407,993
139.969525462963,973
139.979594907407,978
139.990381944444,973
140.000462962963,968
140.021655092593,968
140.031736111111,950
140.042511574074,968
140.052592592593,968
140.062824074074,963
140.073101851852,968
140.083506944444,963
140.094293981481,950
140.104363425926,950
140.115150462963,950
140.125636574074,940
140.13599537037,935
140.146412037037,935
140.156851851852,935
140.167268518519,935
140.177708333333,935
140.188125,935
140.198564814815,935
140.208969907407,935
140.219409722222,935
140.229826388889,935
140.24025462963,935
140.250671296296,935
140.261111111111,935
140.271539351852,935
140.281956018519,935
140.292384259259,930
140.344525462963,940
140.35494212963,950
140.375891203704,950
140.38587962963,950
140.417164351852,968
140.427604166667,963
140.437673611111,963
140.448460648148,950
140.458518518519,950
140.479722222222,950
140.489814814815,950
140.500578703704,963
140.510671296296,950
140.521435185185,950
140.583831018519,968
140.594074074074,968
140.604849537037,968
140.614930555556,968
140.625694444444,968
140.635787037037,968
140.646550925926,963
140.656643518519,963
140.667407407407,963
140.677847222222,963
140.688252314815,963
140.708622685185,950
140.719027777778,950
140.740347222222,963
140.906469907407,973
140.916898148148,973
140.927337962963,968
140.93775462963,968
140.94818287037,950
140.95525462963,950
140.969108796296,950
140.979861111111,950
140.990104166667,950
141.00037037037,940
141.011157407407,950
141.031666666667,935
141.042430555556,935
141.05287037037,935
141.063275462963,935
141.073368055556,935
141.084131944444,935
141.094212962963,935
141.104641203704,935
141.115069444444,935
141.125497685185,935
141.157060185185,935
141.167476851852,935
141.177905092593,935
141.188321759259,935
141.19875,925
141.209178240741,925
141.219606481481,935
141.229456018519,935
141.240115740741,935
141.250520833333,935
141.260972222222,925
141.271388888889,935
141.28181712963,935
141.292233796296,935
141.302673611111,935
141.313090277778,935
141.323530092593,935
141.333935185185,935
141.344386574074,925
141.375659722222,935
141.438217592593,968
141.448310185185,968
141.469502314815,968
141.479571759259,973
141.490358796296,993
141.500428240741,978
141.511215277778,993
141.531747685185,978
141.563321759259,968
141.57349537037,968
141.583819444444,968
141.593923611111,968
141.6046875,968
141.614918981481,973
141.625185185185,973
141.635972222222,973
141.646388888889,973
141.656597222222,968
141.667013888889,973
141.677430555556,973
141.69818287037,993
141.719039351852,973
141.729525462963,973
141.854571759259,993
141.865,973
141.875416666667,968
141.885856481481,968
141.896273148148,968
141.906724537037,968
141.91712962963,968
141.92755787037,968
141.937986111111,963
141.948414351852,950
141.955474537037,950
141.969756944444,950
141.980011574074,950
141.990104166667,940
142.000173611111,940
142.010613425926,940
142.021365740741,935
142.031458333333,935
142.052650462963,935
142.06306712963,935
142.073506944444,935
142.083576388889,935
142.094016203704,935
142.10443287037,935
142.114861111111,935
142.125277777778,935
142.135717592593,935
142.146134259259,935
142.156574074074,935
142.166979166667,935
142.177418981481,935
142.187835648148,935
142.198275462963,925
142.208680555556,925
142.219247685185,925
142.229884259259,925
142.240324074074,935
142.250740740741,935
142.261180555556,925
142.271597222222,935
142.282025462963,935
142.29244212963,935
142.302881944444,935
142.313298611111,935
142.323726851852,935
142.334143518519,935
142.344583333333,935
142.355,935
142.365439814815,925
142.375162037037,915
142.385601851852,915
142.396018518519,935
142.427303240741,935
142.438055555556,935
142.448136574074,925
142.458784722222,925
142.469560185185,915
142.47962962963,925
142.500833333333,915
142.510914351852,915
142.521689814815,925
142.531770833333,925
142.541840277778,935
142.552627314815,935
142.604548611111,935
142.614837962963,940
142.625590277778,940
142.63568287037,950
142.646446759259,950
142.656539351852,950
142.666944444444,950
142.677731481481,940
142.687800925926,935
142.719525462963,935
142.729884259259,935
142.740289351852,940
142.823703703704,935
142.83412037037,935
142.844548611111,925
142.854965277778,915
142.865405092593,915
142.896666666667,915
142.907118055556,915
142.927268518519,915
142.948125,915
142.955185185185,915
142.968981481481,940
142.990162037037,915
143.000243055556,895
143.011018518519,895
143.021087962963,895
143.031875,895
143.041944444444,895
143.052708333333,915
143.062789351852,915
143.073229166667,915
143.083645833333,915
143.094178240741,895
143.104502314815,895
143.114930555556,895
143.125347222222,895
143.135787037037,895
143.146203703704,895
143.156643518519,895
143.167048611111,895
143.177488425926,895
143.187905092593,895
143.198344907407,895
143.20875,895
143.219189814815,895
143.229606481481,890
143.240046296296,895
143.250462962963,895
143.260891203704,895
143.27130787037,895
143.281747685185,895
143.292164351852,895
143.302604166667,895
143.313020833333,890
143.323449074074,890
143.333877314815,895
143.344305555556,895
143.354733796296,895
143.365162037037,890
143.375578703704,895
143.386006944444,895
143.396400462963,895
143.479756944444,915
143.489849537037,915
143.521446759259,935
143.541944444444,935
143.552835648148,915
143.562905092593,925
143.57369212963,925
143.583773148148,935
143.594548611111,925
143.604618055556,925
143.615543981481,925
143.625810185185,935
143.635902777778,935
143.646666666667,935
143.677743055556,935
143.761018518519,935
143.771493055556,935
143.781875,935
143.792291666667,935
143.802719907407,935
143.813136574074,935
143.8446875,935
143.85443287037,935
143.875277777778,935
143.896134259259,935
143.906574074074,925
143.937835648148,935
143.948275462963,925
143.955347222222,925
143.969236111111,915
143.979988425926,915
143.990081018519,915
144.000844907407,915
144.0109375,915
144.02099537037,915
144.031782407407,915
144.041851851852,925
144.052638888889,915
144.063043981481,915
144.073148148148,915
144.083553240741,915
144.093993055556,915
144.104409722222,915
144.114849537037,915
144.125266203704,915
144.135694444444,915
144.146111111111,915
144.156678240741,895
144.166967592593,895
144.177407407407,895
144.1878125,895
144.198252314815,895
144.208680555556,895
144.219108796296,915
144.229525462963,915
144.239965277778,895
144.250381944444,895
144.260810185185,895
144.271226851852,895
144.302511574074,895
144.312939814815,895
144.323368055556,895
144.344224537037,915
144.354722222222,915
144.365416666667,935
144.375844907407,935
144.386273148148,935
144.396076388889,935
144.406770833333,935
144.427627314815,935
144.437696759259,935
144.458888888889,935
144.479398148148,935
144.500601851852,935
144.510694444444,935
144.594479166667,940
144.614976851852,935
144.635821759259,950
144.67787037037,935
144.688287037037,935
144.698715277778,935
144.708784722222,935
144.719224537037,935
144.792199074074,935
144.812696759259,925
144.823136574074,925
144.833553240741,925
144.844155092593,935
144.896458333333,935
144.906886574074,935
144.917303240741,930
144.927743055556,930
144.938148148148,925
144.948587962963,925
144.955659722222,915
144.969594907407,925
144.979849537037,915
144.989930555556,915
145.000694444444,915
145.010787037037,925
145.021550925926,930
145.031643518519,935
145.042407407407,925
145.052488425926,935
145.063252314815,935
145.073344907407,935
145.084108796296,935
145.094282407407,935
145.104606481481,925
145.115381944444,935
145.125810185185,935
145.136238425926,935
145.146666666667,915
145.157094907407,895
145.167511574074,915
145.177256944444,915
145.187673611111,915
145.198113425926,915
145.208530092593,915
145.219305555556,895
145.22974537037,895
145.240150462963,895
145.250578703704,900
145.261006944444,895
145.271423611111,895
145.281863425926,895
145.292280092593,895
145.365266203704,935
145.375752314815,935
145.386122685185,935
145.396539351852,935
145.406979166667,935
145.417395833333,935
145.427824074074,935
145.437905092593,935
145.448680555556,935
145.45875,935
145.490381944444,935
145.500462962963,935
145.51125,935
145.521319444444,935
145.532106481481,935
145.542175925926,925
145.552268518519,915
145.563032407407,915
145.573125,915
145.583888888889,895
145.615092592593,915
145.625497685185,915
145.656435185185,915
145.667268518519,915
145.677638888889,915
145.687708333333,915
145.698148148148,915
145.708553240741,915
145.719340277778,925
145.834027777778,930
145.844456018519,935
145.854872685185,935
145.865300925926,935
145.886157407407,935
145.896574074074,935
145.907013888889,935
145.92787037037,935
145.938275462963,935
145.955162037037,935
145.969548611111,935
145.979606481481,935
145.990393518519,925
146.000462962963,935
146.01125,935
146.021319444444,935
146.032094907407,935
146.042164351852,935
146.052268518519,925
146.062673611111,915
146.073449074074,915
146.094050925926,915
146.219074074074,915
146.229884259259,900
146.239918981481,915
146.271203703704,915
146.281736111111,915
146.292395833333,925
146.302824074074,925
146.313252314815,925
146.323680555556,925
146.334097222222,915
146.386238425926,935
146.437905092593,940
146.44869212963,935
146.458761574074,935
146.469537037037,935
146.479618055556,935
146.490393518519,935
146.500462962963,935
146.521666666667,935
146.531747685185,935
146.542523148148,935
146.552604166667,950
146.562662037037,935
146.573449074074,935
146.583518518519,935
146.594363425926,935
146.604722222222,935
146.614814814815,935
146.625578703704,935
146.635671296296,935
146.646423611111,935
146.656527777778,935
146.667048611111,935
146.698217592593,935
146.708634259259,940
146.719155092593,940
146.75068287037,950
146.761122685185,963
146.771539351852,963
146.781979166667,968
146.813240740741,968
146.844189814815,968
146.854606481481,968
146.865034722222,968
146.875451388889,963
146.885891203704,963
146.906747685185,968
146.927592592593,968
146.948472222222,950
146.955520833333,935
146.968958333333,935
146.979710648148,935
146.989826388889,935
147.00056712963,935
147.010798611111,935
147.021099537037,915
147.031851851852,935
147.042280092593,925
147.052708333333,925
147.063125,925
147.073553240741,925
147.083981481481,925
147.0940625,925
147.104490740741,915
147.115266203704,915
147.12568287037,915
147.136111111111,895
147.146539351852,895
147.157025462963,915
147.167384259259,915
147.177824074074,900
147.188368055556,915
147.198668981481,915
147.219537037037,915
147.22994212963,925
147.240381944444,915
147.250787037037,925
147.261226851852,935
147.271655092593,935
147.282083333333,915
147.2925,915
147.302939814815,915
147.312650462963,915
147.323101851852,915
147.333518518519,915
147.343958333333,895
147.354363425926,895
147.364803240741,895
147.375208333333,900
147.385659722222,915
147.396064814815,915
147.40650462963,915
147.490393518519,940
147.500462962963,935
147.51125,935
147.521319444444,935
147.532106481481,935
147.542175925926,935
147.552268518519,935
147.563020833333,935
147.573125,935
147.583877314815,935
147.593969907407,935
147.604733796296,935
147.614826388889,935
147.625590277778,935
147.656539351852,935
147.667071759259,935
147.677430555556,935
147.729502314815,950
147.739930555556,950
147.750358796296,950
147.760787037037,968
147.771273148148,950
147.82349537037,940
147.834108796296,935
147.844548611111,935
147.854965277778,940
147.865393518519,935
147.875810185185,935
147.88625,935
147.907106481481,935
147.917511574074,935
147.927268518519,935
147.937685185185,935
147.948113425926,940
147.955532407407,940
147.969456018519,940
147.979513888889,940
147.990300925926,950
148.00037037037,950
148.011145833333,950
148.021215277778,950
148.0321875,950
148.042418981481,935
148.052511574074,935
148.062916666667,935
148.073356481481,935
148.083773148148,935
148.094340277778,935
148.10462962963,935
